hcp_id,hcp_name,territory_id,specialty,prescriber_tier,monthly_rx_volume,hospital_affiliation,digital_engagement,total_calls_received,unique_reps_visited,months_contacted,avg_monthly_calls,conversion_rate,coverage_status,estimated_monthly_revenue_potential
H0038,Dr. Thompson,T036,Cardiologist,C,8,Community,High,75,3,23,3.125,0.16,Adequately Covered,1008.0
H0184,Dr. Obrien,T031,Immunologist,C,8,Private Practice,Medium,18,1,12,0.75,0.2222222222222222,Adequately Covered,1008.0
H0121,Dr. Wall,T005,Endocrinologist,C,8,Group Practice,High,0,0,0,0.0,0.0,Not Reached,1008.0
H0099,Dr. Hensley,T008,Internist,C,7,Community,Low,41,4,20,1.7083333333333333,0.12195121951219512,Adequately Covered,882.0
H0160,Dr. Hobbs,T026,Oncologist,C,7,Academic,Low,32,2,18,1.3333333333333333,0.15625,Adequately Covered,882.0
H0418,Dr. Lloyd,T048,Oncologist,C,7,Private Practice,High,7,1,7,0.2916666666666667,0.0,Adequately Covered,882.0
H0173,Dr. Johnson,T014,Cardiologist,C,7,Private Practice,High,6,1,6,0.25,0.3333333333333333,Adequately Covered,882.0
H0315,Dr. Rowe,T021,Pulmonologist,C,7,Private Practice,Low,7,2,6,0.2916666666666667,0.14285714285714285,Adequately Covered,882.0
H0192,Dr. Johnston,T036,Immunologist,C,7,Group Practice,Low,51,3,22,2.125,0.21568627450980393,Adequately Covered,882.0
H0063,Dr. Williams,T011,Internist,C,7,Community,Medium,25,2,15,1.0416666666666667,0.08,Adequately Covered,882.0
H0039,Dr. Carroll,T047,General Practitioner,C,7,Private Practice,Medium,18,2,13,0.75,0.1111111111111111,Adequately Covered,882.0
H0060,Dr. Collins,T017,Oncologist,C,6,Group Practice,Medium,25,1,15,1.0416666666666667,0.2,Adequately Covered,756.0
H0185,Dr. Stuart,T009,General Practitioner,C,6,Private Practice,High,14,1,13,0.5833333333333334,0.14285714285714285,Adequately Covered,756.0
H0186,Dr. Higgins,T047,General Practitioner,C,6,Private Practice,Low,21,2,17,0.875,0.09523809523809523,Adequately Covered,756.0
H0227,Dr. Vargas,T018,General Practitioner,C,6,Community,Medium,18,1,13,0.75,0.05555555555555555,Adequately Covered,756.0
H0166,Dr. Curry,T025,Neurologist,C,6,Academic,High,29,1,18,1.2083333333333333,0.13793103448275862,Adequately Covered,756.0
H0397,Dr. King,T008,Cardiologist,C,6,Community,Medium,53,4,22,2.2083333333333335,0.22641509433962265,Adequately Covered,756.0
H0400,Dr. Hancock,T024,Neurologist,C,6,Group Practice,Medium,10,1,9,0.4166666666666667,0.3,Adequately Covered,756.0
H0404,Dr. Murray,T050,Oncologist,C,6,Private Practice,High,28,2,16,1.1666666666666667,0.14285714285714285,Adequately Covered,756.0
H0061,Dr. Drake,T036,Internist,C,6,Academic,Low,58,3,23,2.4166666666666665,0.1896551724137931,Adequately Covered,756.0
H0137,Dr. Hurst,T021,Oncologist,C,6,Community,Medium,10,2,10,0.4166666666666667,0.1,Adequately Covered,756.0
H0199,Dr. Sanchez,T035,Neurologist,C,6,Private Practice,Medium,20,1,13,0.8333333333333334,0.3,Adequately Covered,756.0
H0034,Dr. Lee,T008,Internist,C,6,Group Practice,Medium,52,4,20,2.1666666666666665,0.23076923076923078,Adequately Covered,756.0
H0170,Dr. Jones,T047,General Practitioner,C,6,Private Practice,Low,27,2,14,1.125,0.1111111111111111,Adequately Covered,756.0
H0241,Dr. Green,T013,Endocrinologist,C,6,Group Practice,Low,72,4,23,3.0,0.18055555555555555,Adequately Covered,756.0
H0210,Dr. Holland,T003,General Practitioner,C,6,Academic,Low,40,3,22,1.6666666666666667,0.1,Adequately Covered,756.0
H0088,Dr. Schmidt,T009,Internist,C,6,Community,Low,8,1,8,0.3333333333333333,0.125,Adequately Covered,756.0
H0203,Dr. Trujillo,T031,General Practitioner,C,5,Academic,High,15,1,12,0.625,0.2,Adequately Covered,630.0
H0100,Dr. Cole,T009,Internist,C,5,Group Practice,Low,11,1,10,0.4583333333333333,0.18181818181818182,Adequately Covered,630.0
H0431,Dr. Thornton,T037,Endocrinologist,C,5,Academic,High,44,2,20,1.8333333333333333,0.13636363636363635,Adequately Covered,630.0
H0205,Dr. Knight,T036,Oncologist,C,5,Group Practice,High,55,3,20,2.2916666666666665,0.14545454545454545,Adequately Covered,630.0
H0089,Dr. Hansen,T002,Internist,C,5,Academic,Medium,0,0,0,0.0,0.0,Not Reached,630.0
H0356,Dr. Gonzales,T040,Oncologist,C,5,Private Practice,Low,0,0,0,0.0,0.0,Not Reached,630.0
H0350,Dr. Thomas,T045,Neurologist,C,5,Private Practice,Low,38,3,19,1.5833333333333333,0.18421052631578946,Adequately Covered,630.0
H0093,Dr. Briggs,T038,Internist,C,5,Private Practice,High,30,2,17,1.25,0.1,Adequately Covered,630.0
H0283,Dr. Ward,T045,Oncologist,C,5,Academic,Medium,41,3,19,1.7083333333333333,0.1951219512195122,Adequately Covered,630.0
H0190,Dr. Lane,T003,Internist,C,5,Community,High,38,3,18,1.5833333333333333,0.13157894736842105,Adequately Covered,630.0
H0475,Dr. Sanford,T038,Immunologist,C,5,Private Practice,High,24,2,15,1.0,0.2916666666666667,Adequately Covered,630.0
H0136,Dr. Marsh,T028,Neurologist,C,5,Academic,High,108,8,24,4.5,0.16666666666666666,Adequately Covered,630.0
H0004,Dr. Terrell,T043,Endocrinologist,C,5,Private Practice,High,0,0,0,0.0,0.0,Not Reached,630.0
H0243,Dr. Carlson,T011,Cardiologist,C,5,Private Practice,Low,25,2,14,1.0416666666666667,0.2,Adequately Covered,630.0
H0374,Dr. Underwood,T017,Cardiologist,C,5,Academic,Low,10,1,9,0.4166666666666667,0.2,Adequately Covered,630.0
H0148,Dr. Ferguson,T021,Immunologist,C,5,Private Practice,Medium,13,2,12,0.5416666666666666,0.07692307692307693,Adequately Covered,630.0
H0376,Dr. Hines,T027,Immunologist,C,5,Private Practice,High,15,1,12,0.625,0.0,Adequately Covered,630.0
H0439,Dr. Francis,T033,Neurologist,C,5,Private Practice,Medium,47,2,22,1.9583333333333333,0.1702127659574468,Adequately Covered,630.0
H0317,Dr. Kerr,T048,General Practitioner,C,5,Academic,Medium,9,1,7,0.375,0.2222222222222222,Adequately Covered,630.0
H0487,Dr. Baker,T033,Pulmonologist,C,5,Community,High,35,2,17,1.4583333333333333,0.02857142857142857,Adequately Covered,630.0
H0242,Dr. Ramirez,T023,Oncologist,C,4,Academic,High,18,1,11,0.75,0.16666666666666666,Adequately Covered,504.0
H0083,Dr. Grant,T003,Endocrinologist,C,4,Academic,High,43,3,22,1.7916666666666667,0.13953488372093023,Adequately Covered,504.0
H0348,Dr. Hernandez,T028,Pulmonologist,C,4,Group Practice,Low,88,8,24,3.6666666666666665,0.125,Adequately Covered,504.0
H0282,Dr. Phillips,T002,Internist,C,4,Group Practice,Medium,0,0,0,0.0,0.0,Not Reached,504.0
H0119,Dr. Owens,T031,Neurologist,C,4,Private Practice,Medium,13,1,9,0.5416666666666666,0.23076923076923078,Adequately Covered,504.0
H0201,Dr. Turner,T027,Endocrinologist,C,4,Private Practice,Low,16,1,12,0.6666666666666666,0.0625,Adequately Covered,504.0
H0128,Dr. Woods,T010,Endocrinologist,C,4,Community,Low,29,2,15,1.2083333333333333,0.20689655172413793,Adequately Covered,504.0
H0027,Dr. Martinez,T002,Pulmonologist,C,4,Private Practice,Medium,0,0,0,0.0,0.0,Not Reached,504.0
H0291,Dr. Little,T023,Pulmonologist,C,4,Private Practice,Low,24,1,15,1.0,0.25,Adequately Covered,504.0
H0211,Dr. Smith,T024,Internist,C,4,Academic,High,11,1,10,0.4583333333333333,0.2727272727272727,Adequately Covered,504.0
H0303,Dr. Vasquez,T015,Endocrinologist,C,4,Academic,Low,17,1,12,0.7083333333333334,0.0,Adequately Covered,504.0
H0001,Dr. Wiley,T017,Cardiologist,C,3,Private Practice,Low,23,1,17,0.9583333333333334,0.13043478260869565,Adequately Covered,378.0
H0046,Dr. Morris,T047,Endocrinologist,C,3,Community,Medium,27,2,16,1.125,0.07407407407407407,Adequately Covered,378.0
H0066,Dr. Mack,T009,Pulmonologist,C,3,Private Practice,Low,11,1,10,0.4583333333333333,0.09090909090909091,Adequately Covered,378.0
H0189,Dr. Collins,T025,Oncologist,C,3,Community,Low,22,1,13,0.9166666666666666,0.18181818181818182,Adequately Covered,378.0
H0068,Dr. Mercado,T021,Internist,C,3,Community,Medium,18,2,15,0.75,0.2222222222222222,Adequately Covered,378.0
H0393,Dr. Morales,T041,Cardiologist,C,3,Private Practice,High,66,3,23,2.75,0.13636363636363635,Adequately Covered,378.0
H0229,Dr. Sanchez,T047,General Practitioner,C,3,Private Practice,High,27,2,16,1.125,0.18518518518518517,Adequately Covered,378.0
H0265,Dr. Bell,T012,Pulmonologist,C,3,Academic,Medium,28,2,17,1.1666666666666667,0.25,Adequately Covered,378.0
H0306,Dr. Hernandez,T002,General Practitioner,C,3,Private Practice,Medium,0,0,0,0.0,0.0,Not Reached,378.0
H0244,Dr. Beard,T050,Pulmonologist,C,3,Group Practice,Low,40,2,19,1.6666666666666667,0.175,Adequately Covered,378.0
H0378,Dr. Stone,T045,Cardiologist,C,3,Private Practice,Medium,53,3,24,2.2083333333333335,0.18867924528301888,Adequately Covered,378.0
H0157,Dr. Murphy,T021,Endocrinologist,C,3,Academic,Medium,22,2,16,0.9166666666666666,0.2727272727272727,Adequately Covered,378.0
H0057,Dr. Davis,T026,Oncologist,C,3,Private Practice,Medium,37,2,19,1.5416666666666667,0.1891891891891892,Adequately Covered,378.0
H0042,Dr. Torres,T006,General Practitioner,C,2,Academic,Low,17,1,13,0.7083333333333334,0.35294117647058826,Adequately Covered,252.0
H0489,Dr. Sanders,T010,Neurologist,C,2,Academic,Medium,28,2,16,1.1666666666666667,0.14285714285714285,Adequately Covered,252.0
H0026,Dr. Alvarado,T029,Internist,C,2,Academic,Medium,22,1,15,0.9166666666666666,0.13636363636363635,Adequately Covered,252.0
H0108,Dr. Reeves,T008,Pulmonologist,C,2,Community,High,56,4,22,2.3333333333333335,0.16071428571428573,Adequately Covered,252.0
H0494,Dr. Finley,T039,Neurologist,C,2,Academic,Low,22,2,16,0.9166666666666666,0.09090909090909091,Adequately Covered,252.0
H0254,Dr. West,T015,Endocrinologist,C,2,Private Practice,Low,16,1,12,0.6666666666666666,0.125,Adequately Covered,252.0
H0032,Dr. Terry,T047,General Practitioner,C,2,Group Practice,Low,30,2,15,1.25,0.06666666666666667,Adequately Covered,252.0
H0261,Dr. Tran,T016,Cardiologist,C,2,Academic,Low,48,3,20,2.0,0.16666666666666666,Adequately Covered,252.0
H0481,Dr. Smith,T047,Pulmonologist,C,2,Private Practice,Medium,22,2,14,0.9166666666666666,0.09090909090909091,Adequately Covered,252.0
H0358,Dr. Torres,T027,Endocrinologist,C,2,Private Practice,Medium,18,1,15,0.75,0.16666666666666666,Adequately Covered,252.0
H0182,Dr. Scott,T029,Immunologist,C,2,Academic,Medium,15,1,11,0.625,0.13333333333333333,Adequately Covered,252.0
H0202,Dr. Sutton,T023,Endocrinologist,C,2,Private Practice,Low,12,1,7,0.5,0.0,Adequately Covered,252.0
H0161,Dr. Ramirez,T030,Immunologist,C,2,Academic,High,0,0,0,0.0,0.0,Not Reached,252.0
